entity_type,entity_name,relation,template,missing_attribute
disease,transient infantile hypertriglyceridemia and hepatosteatosis,is caused by a mutation in the gene named,The disease transient infantile hypertriglyceridemia and hepatosteatosis is caused by a mutation in the gene named ,GPD1
disease,Sifrim-Hitz-Weiss syndrome,is caused by a mutation in the gene named,The disease Sifrim-Hitz-Weiss syndrome is caused by a mutation in the gene named ,CHD4
disease,"epileptic encephalopathy, early infantile, 44; EIEE44",is caused by a mutation in the gene named,"The disease epileptic encephalopathy, early infantile, 44; EIEE44 is caused by a mutation in the gene named ",UBA5
disease,COG2-CDG,is caused by a mutation in the gene named,The disease COG2-CDG is caused by a mutation in the gene named ,COG2
disease,renal hypodysplasia/aplasia 2,is caused by a mutation in the gene named,The disease renal hypodysplasia/aplasia 2 is caused by a mutation in the gene named ,FGF20
disease,mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency,is caused by a mutation in the gene named,The disease mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency is caused by a mutation in the gene named ,ISG15
disease,periodic fever-infantile enterocolitis-autoinflammatory syndrome,is caused by a mutation in the gene named,The disease periodic fever-infantile enterocolitis-autoinflammatory syndrome is caused by a mutation in the gene named ,NLRC4
disease,progressive familial intrahepatic cholestasis,is caused by a mutation in the gene named,The disease progressive familial intrahepatic cholestasis is caused by a mutation in the gene named ,ABCB11
disease,aniridia type 3,is caused by a mutation in the gene named,The disease aniridia type 3 is caused by a mutation in the gene named ,TRIM44
disease,mitochondrial myopathy with lactic acidosis,is caused by a mutation in the gene named,The disease mitochondrial myopathy with lactic acidosis is caused by a mutation in the gene named ,PNPLA8
disease,Gamstorp-Wohlfart syndrome,is caused by a mutation in the gene named,The disease Gamstorp-Wohlfart syndrome is caused by a mutation in the gene named ,HINT1
disease,pontocerebellar hypoplasia type 2D,is caused by a mutation in the gene named,The disease pontocerebellar hypoplasia type 2D is caused by a mutation in the gene named ,SEPSECS
disease,atrial heart septal defect 7,is caused by a mutation in the gene named,The disease atrial heart septal defect 7 is caused by a mutation in the gene named ,NKX2-5
disease,Smith–Fineman–Myers syndrome,is caused by a mutation in the gene named,The disease Smith–Fineman–Myers syndrome is caused by a mutation in the gene named ,ATRX
disease,retinitis pigmentosa 72,is caused by a mutation in the gene named,The disease retinitis pigmentosa 72 is caused by a mutation in the gene named ,ZNF408
disease,X-linked parkinsonism-spasticity syndrome,is caused by a mutation in the gene named,The disease X-linked parkinsonism-spasticity syndrome is caused by a mutation in the gene named ,ATP6AP2
disease,isolated cleft palate,is caused by a mutation in the gene named,The disease isolated cleft palate is caused by a mutation in the gene named ,UBB
disease,retinal dystrophy with or without extraocular anomalies,is caused by a mutation in the gene named,The disease retinal dystrophy with or without extraocular anomalies is caused by a mutation in the gene named ,RCBTB1
disease,polyglucosan body myopathy type 2,is caused by a mutation in the gene named,The disease polyglucosan body myopathy type 2 is caused by a mutation in the gene named ,GYG1
disease,epithelial basement membrane dystrophy,is caused by a mutation in the gene named,The disease epithelial basement membrane dystrophy is caused by a mutation in the gene named ,TGFBI
disease,congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome,is caused by a mutation in the gene named,The disease congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome is caused by a mutation in the gene named ,ITGA3
disease,"epilepsy, familial adult myoclonic, 2",is caused by a mutation in the gene named,"The disease epilepsy, familial adult myoclonic, 2 is caused by a mutation in the gene named ",ADRA2B
disease,Reis-Bücklers corneal dystrophy,is caused by a mutation in the gene named,The disease Reis-Bücklers corneal dystrophy is caused by a mutation in the gene named ,TGFBI
disease,oxycephaly,is caused by a mutation in the gene named,The disease oxycephaly is caused by a mutation in the gene named ,ZIC1
disease,Sensenbrenner syndrome,is caused by a mutation in the gene named,The disease Sensenbrenner syndrome is caused by a mutation in the gene named ,IFT122
disease,Prader-Willi syndrome due to point mutation,is caused by a mutation in the gene named,The disease Prader-Willi syndrome due to point mutation is caused by a mutation in the gene named ,MAGEL2
disease,retinitis pigmentosa 74,is caused by a mutation in the gene named,The disease retinitis pigmentosa 74 is caused by a mutation in the gene named ,BBS2
disease,proximal myotonic myopathy,is caused by a mutation in the gene named,The disease proximal myotonic myopathy is caused by a mutation in the gene named ,CNBP
disease,neurodegeneration with brain iron accumulation 5,is caused by a mutation in the gene named,The disease neurodegeneration with brain iron accumulation 5 is caused by a mutation in the gene named ,WDR45
disease,congenital disorder of glycosylation Ir,is caused by a mutation in the gene named,The disease congenital disorder of glycosylation Ir is caused by a mutation in the gene named ,DDOST
disease,isolated microphthalmia 4,is caused by a mutation in the gene named,The disease isolated microphthalmia 4 is caused by a mutation in the gene named ,GDF6
disease,congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome,is caused by a mutation in the gene named,The disease congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome is caused by a mutation in the gene named ,MED25
disease,oculocutaneous albinism type 6,is caused by a mutation in the gene named,The disease oculocutaneous albinism type 6 is caused by a mutation in the gene named ,SLC24A5
disease,multiple mitochondrial dysfunctions syndrome 1,is caused by a mutation in the gene named,The disease multiple mitochondrial dysfunctions syndrome 1 is caused by a mutation in the gene named ,NFU1
disease,hereditary hemorrhagic telangiectasia,is caused by a mutation in the gene named,The disease hereditary hemorrhagic telangiectasia is caused by a mutation in the gene named ,SMAD4
disease,microcephaly-congenital cataract-psoriasiform dermatitis syndrome,is caused by a mutation in the gene named,The disease microcephaly-congenital cataract-psoriasiform dermatitis syndrome is caused by a mutation in the gene named ,MSMO1
disease,"Hyperphenylalaninemia, mild, non-BH4-deficient",is caused by a mutation in the gene named,"The disease Hyperphenylalaninemia, mild, non-BH4-deficient is caused by a mutation in the gene named ",DNAJC12
disease,autosomal recessive limb-girdle muscular dystrophy type 2K,is caused by a mutation in the gene named,The disease autosomal recessive limb-girdle muscular dystrophy type 2K is caused by a mutation in the gene named ,POMT1
disease,mucopolysaccharidosis I,is caused by a mutation in the gene named,The disease mucopolysaccharidosis I is caused by a mutation in the gene named ,IDUA
disease,autosomal recessive early-onset Parkinson disease 6,is caused by a mutation in the gene named,The disease autosomal recessive early-onset Parkinson disease 6 is caused by a mutation in the gene named ,PINK1
disease,myofibrillar myopathy 1,is caused by a mutation in the gene named,The disease myofibrillar myopathy 1 is caused by a mutation in the gene named ,DES
disease,juvenile polyposis syndrome,is caused by a mutation in the gene named,The disease juvenile polyposis syndrome is caused by a mutation in the gene named ,SMAD4
disease,bilateral microtia-deafness-cleft palate syndrome,is caused by a mutation in the gene named,The disease bilateral microtia-deafness-cleft palate syndrome is caused by a mutation in the gene named ,HOXA2
disease,early infantile epileptic encephalopathy 5,is caused by a mutation in the gene named,The disease early infantile epileptic encephalopathy 5 is caused by a mutation in the gene named ,SPTAN1
disease,deafness-infertility syndrome,is caused by a mutation in the gene named,The disease deafness-infertility syndrome is caused by a mutation in the gene named ,CATSPER2
disease,infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,is caused by a mutation in the gene named,The disease infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly is caused by a mutation in the gene named ,MED17
disease,Alzheimer disease 3,is caused by a mutation in the gene named,The disease Alzheimer disease 3 is caused by a mutation in the gene named ,PSEN1
disease,isolated microphthalmia 5,is caused by a mutation in the gene named,The disease isolated microphthalmia 5 is caused by a mutation in the gene named ,MFRP
disease,wrinkly skin syndrome,is caused by a mutation in the gene named,The disease wrinkly skin syndrome is caused by a mutation in the gene named ,ATP6V0A2
disease,atrial heart septal defect 4,is caused by a mutation in the gene named,The disease atrial heart septal defect 4 is caused by a mutation in the gene named ,TBX20
disease,Omenn syndrome,is caused by a mutation in the gene named,The disease Omenn syndrome is caused by a mutation in the gene named ,RAG1
disease,"intellectual disability, X-linked 103; MRX103",is caused by a mutation in the gene named,"The disease intellectual disability, X-linked 103; MRX103 is caused by a mutation in the gene named ",KLHL15
